Satellite_ID,X_Position,Velocity,Altitude,Fuel_Level,Signal_Strength,Battery_Temp,Solar_Exposure,Y_Position
10649,38.0985585981127,0.4082748352798292,3.0244624813339005,-8.395000588327898,-0.13463261952413438,-2.706550976079203,-11.211854718144735,52.78229485540272
7462,63.86621622808654,9.219310476733828,-11.422148157498533,-1.8540791502116016,19.114556633010743,-8.485698728309385,15.204365917348621,79.98498888225086
5130,38.63572991412955,-2.641277891051729,3.262010797138626,2.1736399738086054,4.620972751671314,0.746471332464002,-4.111033254014434,60.60199457182514
6026,66.60819352873305,3.9023759758142944,-10.4508274213538,3.6066451246829914,-5.719200638316309,15.093068054572914,12.370997297807493,30.261751487641472
9983,87.1865412466361,8.971301458922044,-6.531111604107867,-10.47576462827114,-8.763477494368452,-2.2498966669897924,-10.490466080570613,48.674557523400374
2584,75.48414902639556,7.919427953181959,21.01920292264065,14.485309000540237,-0.21296431740155705,-10.222207874499592,4.400506304661981,76.65977892515865
9347,68.68592985095887,-8.143572019705505,-11.38217730527887,-5.459056941914015,12.55441785631977,-14.457131311761009,-13.228265198763642,30.655181213860416
8171,86.97542860524997,-6.500031281722843,-7.3114889156766685,13.87271287199522,3.539370968198608,2.273755650978707,-1.5831943171520615,47.91629876444797
5180,43.6709692213048,-4.502273900187344,-10.693273020266433,4.592350435386232,2.191957025859141,12.471878558601883,9.700283172859907,39.14476209083403
443,49.859367936354694,18.112497029976158,7.574468949324436,-8.454413352750489,-11.088985605140419,4.663039302818799,1.3188131192511672,76.26790513820994
11316,80.08897417264578,-1.662680936050446,1.2668348215186973,-2.0794678256867165,-5.675833125257402,2.379092771565992,-18.026771866199184,36.75261767467329
12495,51.94431147701501,4.958436067317992,-16.7912426878037,9.304671112746849,-13.217472827388214,-9.182932579299756,5.044164959532186,32.57742763903441
9852,64.94420552731567,6.925940793688932,9.329864666252746,2.3501589759052837,-14.486557230713036,7.8222009054598285,-2.2396754272317008,30.075713352885
3723,87.94018564170995,-8.475385889069383,3.6889803281663616,-6.958911535869522,10.976430657969892,-15.415213923614335,-5.2971888839219865,56.728334503805655
8028,77.84186203142623,-2.0643053782597915,-13.445807115866216,0.28305661646292146,-5.682398835129444,-7.060851515974606,2.4571887435712494,34.88236764825174
9670,43.36511805034918,-16.452850268834688,2.026071567854981,-7.490615999485524,2.8610799643547002,1.5905717737139429,-9.807122028654295,39.52513616139785
2204,76.60869289881053,-5.4807529217406685,-12.17897894853612,6.554701528801692,1.0480426903591957,-7.153419886938109,-5.38187936121855,34.028507979023914
6463,41.526716307317756,21.674500433828715,6.955912879135014,4.32878615780744,2.2674805247422394,-1.8611836406220938,8.748272620619312,67.80226884007624
4684,48.62670471393942,-20.894687672982467,-8.157118019771207,-1.5052241100382138,-5.801697307521554,10.536642583512162,6.598940344159615,34.54496681450483
6193,63.037828965820175,6.542224866234292,-2.8397760896206696,7.850185961633428,-6.030551041966076,-4.455187314953054,-8.993201417045928,79.99997137937052
2596,74.65175265332667,-10.92681436782065,1.8083407633157615,12.922320557985858,2.162853713095515,7.2970267113763025,-18.71713516242166,32.88130518982426
11003,38.55878605662151,9.201313325452524,-5.902343174974264,25.499601247941072,-9.68883301956607,-12.196992576431283,6.618673873239082,60.25614506782307
8018,87.08098704830282,22.04311037847837,13.733225082682353,-8.725874538273247,5.564768960279604,1.1268546991258457,2.854346693644305,61.71610473261637
8558,83.22157726081156,14.580789779201982,-17.78439943676633,-5.441833611605585,-5.739878206883894,-6.5739318158968265,-2.1733588714458825,40.30007438505116
3552,49.90240320501864,0.22705239643376096,-6.958487552086698,-11.856767696031955,5.164448588211238,0.10359488379603754,2.94212047674778,33.7055650885943
190,75.8274076754467,3.328291158678703,2.4817152332448376,-14.641987057044963,-7.0882758754261985,-4.357745869496334,14.929719364346106,76.45827608005571
3715,86.43726526527456,-16.102833302863516,9.9465471453903,-9.98141112128066,-1.0982330419850748,13.672939469241465,-2.665196689713824,46.29973581520915
10874,45.89481356243518,13.584190016976933,-5.927625419671495,-8.112216325506019,-14.859111340980016,-10.039471935579181,1.0086765968657647,36.76781425785299
11727,77.81636425663693,16.098703413006653,-3.5386656515595387,18.17130932211475,-6.916900523120075,0.8437237011795664,-11.457128100296934,75.13641850515259
10631,47.297073215980426,-10.113403268799583,-5.890363284529689,13.7116328164002,-7.360940727107968,-2.296928337950323,-0.37784534111377144,35.54702875096659
11270,40.31133799379012,-8.197053481681053,-16.44232642102858,-2.7988094006016535,3.5665630871834897,0.07384385796489161,-11.952926009106653,44.50120881396491
1492,54.82845328763135,-8.48898606415071,16.148905867218424,-5.350521484889016,-2.4543848610291024,8.851698387811455,22.2322700002996,78.62680309156482
6328,38.22612833353082,-6.93903765950421,8.57414279125998,2.366276698017302,14.397203293103054,3.1696725655285607,0.9687628222818813,58.354889365286986
